German;English
Gestern war Philipp zum Essen da.;Yesterday Philipp came over for dinner.
Stell dir vor, auf dem Weg zu uns ist;Imagine, on the way to us
jemand in sein Auto reingefahren.;someone crashed into his car.
Warum kommt er eigentlich mit dem Auto zu euch?;Why does he actually come to your place by car?
Er wohnt doch ganz in der Nähe.;He lives very close by, after all.
Naja, ich weiß auch nicht.;Well, I don't know either.
Er wohnt eine halbe Stunde von euch entfernt.;He lives half an hour away from you.
höchstens;at most
So ein Klimakiller!;Such a climate killer!
vorher irgendwo anders;beforehand somewhere else
Hat er denn kein Fahrrad?;Doesn't he have a bike then?
Sag mal, warum regst du dich so auf?;Tell me, why are you getting so upset?
Mit dem Auto durch die Stadt zu fahren;Driving through the city by car
ist doch die größte Umweltverschmutzung überhaupt.;is the biggest environmental pollution of all.
Wahrscheinlich;probably
Ist das schlimm?;Is that bad?
Diesel ist eben billiger.;Diesel is just cheaper.
Dieselautos sind am allerschlimmsten.;Diesel cars are the worst of all.
Sie verpesten die Umwelt total.;They totally pollute the environment.
Das ist gesundheitsschädlich!;That's harmful to health!
Seit wann sind Umwelt- und Klimaschutz für dich so ein großes Thema?;Since when are environmental and climate protection such a big issue for you?
Sind sie, seit ich denken kann!;They have been since I can think!
Der Klimawandel ist ein riesengroßes Problem!;Climate change is a huge problem!
Das weiß doch jeder.;Everyone knows that.
dich letzte Woche noch von mir;you still last week from me
einer Party abholen lassen.;had me pick you up from a party.
Ach Tantchen;Oh aunty
es kommt doch auf die Bilanz an.;it's all about the balance.
Auf die Bilanz?;The balance?
Ich fliege nur ganz selten;I fly very rarely
Da kann ich mir dann auch;then I can also
mal den Luxus erlauben;allow myself the luxury
mich von meiner Tante abholen zu lassen.;to have my aunt pick me up.
