German;English
Wo bist du?;Where are you?
mache Pause;taking a break
War es anstrengend?;Was it exhausting?
nicht nur beide Arme gebrochen;not only broke both arms
sondern auch noch ein Bein;but also a leg
Ich weiß gar nicht;I don't know at all
wie er allein zu Hause zurechtkommt;how he manages at home alone
Er kann sich fast nicht bewegen.;He can barely move.
Ein Pflegeroboter ist für solche Fälle gar keine schlechte Idee;A care robot is not a bad idea at all for such cases
auf keinen Fall länger im Krankenhaus bleiben;should definitely not stay in the hospital longer
für die Reha ist er noch nicht fit genug;he's not fit enough for rehab yet
Mit gebrochenen Knochen macht Physiotherapie ja keinen Sinn.;With broken bones, physical therapy doesn't make sense.
zu Hause ist er eben allein.;At home he's just alone.
Hat er keine Freunde?;Doesn't he have friends?
Doch;Yes (contrary expectation)
tagsüber;during the day
dann braucht er dich ja wirklich.;then he really needs you.
