German;English
Meine Nachbarn und meine Verwandten;my neighbors and my relatives
Lebensweise respektieren;to respect their way of life
das vielleicht nicht so leicht;that might not be so easy
leichter;easier
wenn man versteht, warum jemand so lebt;when you understand why someone lives that way
sich besser kennenlernt;get to know each other better
redet und dem anderen zuhört;talk and listen to the other person
versucht zu verstehen;try to understand
in ihrer Art respektieren;respect them in their way
Toleranz ist wichtig;Tolerance is important
soziale Ungerechtigkeit;social injustice
respektvoll behandelt;treated respectfully
schwächere Menschen benachteiligt oder diskriminiert werden;weaker people are disadvantaged or discriminated against
muss man dagegen kämpfen;you must fight against it
dem Gesetz gleich;equal before the law
Grundgesetz halten;to uphold the Basic Law / constitution
wichtige Werte;important values
ist gleich viel wert;is equally valuable
weniger wert;less valuable
jedem;to everyone
darum geht es ja gar nicht;that's not what it's about at all
deshalb engagiere ich mich auch politisch;that's why I'm also politically engaged
eine tolerante Gesellschaft kämpfen;to fight for a tolerant society
