German;English
Gleichberechtigung auf dem Papier;equal rights on paper
Gesetz nützt;law is useful
alleine noch nichts;alone still means nothing
auch in die Köpfe;also into people's minds
das durfte ich nicht;that was not allowed for me
durften Frauen zu meiner Zeit schon studieren;were women allowed to study in my time already
Deshalb konnte nur einer von uns beiden studieren;Therefore only one of us could study
Meine Eltern sagten;My parents said
dass es für einen Jungen wichtiger wäre;that it would be more important for a boy
Ich fühlte mich damals ganz schlecht;I felt really bad back then
Ich war "nur" ein Mädchen.;I was "only" a girl.
So haben damals viele Leute gedacht;That's how many people thought back then
Das war gar nichts Besonderes;That was nothing special at all
Da hat das Gesetz überhaupt nicht geholfen;The law didn't help at all there
ich bin auch sehr erfolgreich geworden;I also became very successful
viel Kraft gekostet;cost a lot of strength / energy
ein Bruder hatte es, nur weil er ein Junge war;a brother had it, just because he was a boy
so leicht;so easily
Das war sehr ungerecht;That was very unfair
heute hilft das Gesetz alleine nicht;today the law alone doesn't help
Es muss auch im Alltag Gleichberechtigung geben;There must also be equal rights in everyday life
Ich bin froh;I am glad
im heutigen Deutschland lebe;that I live in today's Germany
es ganz selbstverständlich;it's completely natural
dass ich die gleichen Rechte vor dem Gesetz habe.;that I have the same rights before the law.
gar nicht vorstellen;can't imagine at all
in einem Land zu leben;to live in a country
wo ich ein Mensch 2. Klasse wäre;where I would be a second-class person
ohne dass irgendwelche Männer mich anfassen;without any men touching me
sexuell belästigen;sexually harass
Mein Körper;my body
entscheide über mich selbst;I decide about myself
Das darf kein anderer machen;No one else may do that
hundert Jahren gedacht;thought a hundred years ago
dass Frauen nicht geeignet sind;that women are not suitable
erfolgreich zu arbeiten;to work successfully
Seitdem ist glücklicherweise viel passiert;Since then, fortunately a lot has happened
die Gleichberechtigung eingesetzt;equal rights established
Wenn man die Arbeitswelt;When you look at the working world
die Universitäten heute sieht;see the universities today
wo viele Frauen sehr erfolgreich sind;where many women are very successful
dann sieht man sofort;then you immediately see
dass die Leute früher falsch gedacht haben;that people in the past were wrong
