German;English
Wollen Sie verreisen?;Do you want to travel?
In dem Koffer ist meine Wäsche;In the suitcase is my laundry
um sie dort zu waschen;to wash it there
beide Waschmaschinen im Waschraum schon seit;both washing machines in the laundry room have been (broken) for
das ist sehr ärgerlich;that is very annoying
Bescheid;to let know / to inform
Wo sollen wir waschen?;Where should we wash?
Die Wohnungen;the apartments
das vergessen;to forget that
die Vermieterin anrufen;to call the landlady
gleich;right away / immediately
Vielleicht reagiert sie dann ja schnell;Maybe she'll react quickly then
Erinnern Sie sich?;Do you remember?
die Haustür nicht abschließen;not to lock the front door
war es ähnlich;it was similar
nachdem;after
eine E-Mail geschickt;sent an email
wurde die Haustür repariert;the front door was repaired
wirklich sehr nett;really very nice
sondern für alle Hausbewohner;but for all residents of the building
