German;English
sonntags gearbeitet;worked on Sundays
eine Zeit lang okay;okay for a while
langsam wird es sehr unangenehm.;slowly it's becoming very unpleasant.
Ich möchte einfach mehr Zeit für meine Freunde und meine Familie haben.;I just want to have more time for my friends and my family.
Sie haben doch dafür den Mittwoch frei.;But you have Wednesday off for that.
mein Partner eben auch;my partner too
zu wenig Zeit füreinander;too little time for each other
dass gerade viele Kollegen krank sind.;that many colleagues are sick at the moment.
so geht das irgendwie nicht weiter.;this can't go on like this somehow.
nur gerade auch nicht;just not right now either
In meinem Arbeitsvertrag steht;It says in my employment contract
höchstens;at most
Aber mehr geht eben nicht.;But more is just not possible.
Eventuell;possibly / perhaps
Sonntagsdienste ein bisschen besser bezahlen;to pay Sunday shifts a bit better
muss ich mit dem Abteilungsleiter sprechen.;I need to talk to the department head.
Mehr Gehalt ist gut;More salary is good
eigentlich löst das mein Problem nicht.;actually that doesn't solve my problem.
Leider ist es nicht einfach, zuverlässiges Pflegepersonal zu finden.;Unfortunately, it's not easy to find reliable nursing staff.
