German;English
unserer Reihe „Existenzgründung“;our series "Startup / Self-Employment"
mit ihrem Senfsalon den Schritt in die Selbstständigkeit getan haben;have taken the step into self-employment with their mustard salon
einen Senfsalon zu eröffnen?;to open a mustard salon?
die Sendung mit der Maus im Fernsehen gesehen;saw the program "Sendung mit der Maus" on TV
eine Kindersendung, in der gezeigt wurde;a children's program in which it was shown
Senf, Senfexperimente;mustard, mustard experiments
verschiedene Rezepte ausprobiert;tried various recipes
Senf mit Bananengeschmack;mustard with banana flavor
gute Senfrezepte gefunden hatten;had found good mustard recipes
nur 20 Gläser;only 20 jars
von einer Stunde weg.;gone within an hour.
mehr Wochenmärkte besucht;visited more weekly markets
der Erfolg wurde so groß;the success became so great
Geschäft beim Bürgeramt als Gewerbe angemeldet;registered the business at the citizen's office as a trade
Außerdem;besides / furthermore
haben deshalb Geschäftsräume gesucht;therefore looked for business premises
gute Chance, eine sichere Existenz aufzubauen;good chance to build a secure livelihood
beide;both
in denen es nicht einfach ist;in which it is not easy
eine sichere Arbeit zu finden;to find secure work
war gerade arbeitslos;was unemployed at the time
Senfexperimenten angefangen;started with mustard experiments
freiberuflich;freelance
sehr schwer;very difficult
in diesem Beruf Aufträge zu bekommen;to get commissions in this profession
Existenzgründerkurs bei der Industrie- und Handelskammer;startup founder course at the Chamber of Industry and Commerce
Erfahrung als selbstständige Fotografin;experience as a freelance photographer (female)
ein Geschäft eröffnet;opened a business
Außerdem brauchten wir Geld;Besides, we needed money
Deshalb;therefore
einen Kredit aufgenommen;took out a loan
was auch ziemlich kompliziert war;which was also quite complicated
Wir mussten genau angeben;We had to specify exactly
wofür wir das Geld brauchten;what we needed the money for
Kreditantrag;loan application
nach langen Verhandlungen akzeptiert;accepted after long negotiations
Sicher haben Sie sich auch beim Finanzamt angemeldet;Surely you also registered with the tax office
Nein, das war nicht nötig.;No, that wasn't necessary.
Nachdem wir das Gewerbe angemeldet hatten, kam ein Formular vom Finanzamt;After we registered the business, a form came from the tax office
Wir haben uns gewundert;We were surprised
das Formular ausfüllen und abschicken;to fill out and send the form
die Anmeldung war fertig;the registration was complete
Entscheidung;decision
Am Anfang war es schwierig;At the beginning it was difficult
so viel verdient;earned so much
über Hygienevorschriften;about hygiene regulations
den Etiketten die Inhaltsstoffe in dem Senf angibt und so weiter;on the labels indicates the ingredients in the mustard and so on
Heute läuft es besser.;Today it runs better.
Obwohl;although / even though
mit dem Geschäft nicht reich werden;won't get rich with the business
genug Kunden, um davon zu leben;enough customers to live from it
jeden Fall;in any case
es macht Spaß;it's fun
die Senfsorten zu komponieren und zu merken;to compose the mustard varieties and remember them
30 verschiedene Senfsorten im Angebot;30 different mustard varieties on offer
Weihnachtssenf;Christmas mustard
bleiben wir sicher gut im Geschäft;we'll certainly stay in business
