German;English
In zwei Wochen wählen die Bürger;In two weeks the citizens will vote
die Reden der beiden Kandidaten auf ihren Wahlkampfveranstaltungen;the speeches of the two candidates at their campaign events
entscheiden;to decide
Es gibt zu viele Verkehrsunfälle.;There are too many traffic accidents.
Autos im ganzen Stadtgebiet nicht mehr als 30 Kilometer pro Stunde fahren;cars should drive no more than 30 kilometers per hour throughout the city area
mehr Ampeln aufstellen;to install more traffic lights
ausgeben und dafür sorgen;to spend money and ensure that
Seniorenheim;nursing home
beschweren sich;complain
der Müll zu selten abgeholt wird;that the trash is collected too rarely
der Müll jede Woche und nicht nur alle zwei Wochen abgeholt werden sollte;the trash should be collected every week and not only every two weeks
leider wenig in den öffentlichen Nahverkehr investiert;unfortunately little invested in public transport
obwohl unsere Gemeinde in den letzten Jahren sehr stark gewachsen ist;although our municipality has grown a lot in recent years
unbedingt neue Buslinien brauchen;absolutely need new bus lines
Ich versprechen Ihnen;I promise you
im Ort;in the town / locality
auch weniger Autoverkehr und weniger Unfälle;also less car traffic and fewer accidents
Viele Mitbürger kritisieren;Many fellow citizens criticize
in den letzten Jahren in der Volkshochschule so viel gespart wurde;that so much was cut at the adult education center in recent years
Erwachsenenbildung;adult education
das Angebot verbessert werden kann;the offering can be improved
Am 24.Mai ist die Wahl — Ihre Stimme zählt!;May 24th is the election — your vote counts!
Sie entscheiden über Kleinstettens Zukunft!;You decide about Kleinstetten's future!
Machen Sie Ihr Kreuz an der richtigen Stelle.;Put your cross in the right place.
