German;English
ungehorsam;disobedient
Wie reagieren Sie dann?;How do you react then?
Nun, das kommt darauf an.;Well, that depends.
geschlagen;hit / beaten
generell verboten;generally forbidden
schon vorher bei uns hier in der Kita gewaltfrei erzogen;already raised without violence here in our daycare
Gewalt in der Erziehung ist nicht gut.;Violence in upbringing is not good.
Probleme zu lösen und Gewalt schadet den Kindern.;to solve problems and violence harms children.
falsch verhält;behaves badly
dann gibt es eine Konsequenz;then there is a consequence
die anderen stört und nicht damit aufhört;disturbs others and doesn't stop
geschlagen werden;to be hit
schlecht gemeint;meant badly / ill-intentioned
das Schlagen;the hitting
eigenen Kindheit;own childhood
gestresst;stressed
sind überfordert und dann schlagen sie;are overwhelmed and then they hit
es ist in Deutschland verboten.;it is forbidden in Germany.
Das Gesetz für gewaltfreie Erziehung gilt;The law for non-violent upbringing applies
schlagen?;to hit?
Geht Sie das etwas an?;Is that any of your business?
Erstes;firstly / first
Elternworkshops;parenting workshops
gewaltfreie Erziehung ein Thema;non-violent upbringing is a topic
wende ich mich auch an das Jugendamt;I also contact the youth welfare office
