German;English
eine Überraschung;a surprise
dich habe ich ja ewig nicht gesehen;I haven't seen you in ages
schon ziemlich lange her;it's been quite a long time
mindestens!;at least!
im Moment bin ich ein bisschen kaputt;at the moment I'm a bit worn out
Ich war einkaufen;I went shopping
die Geschäfte sind heute sehr voll;the shops are very crowded today
Was darf es sein?;What can I get you? / What would you like?
Das sieht aber auch nach einer langen Shopping-Tour aus;That does look like a long shopping trip
noch kein Geburtstagsgeschenk;still no birthday present yet
sind wir zu Dritt;we are three people
total verändert!;completely changed!
beruflich einiges verändert;changed a lot professionally
arbeitslos geworden;became unemployed
Umschulung;retraining
Gleich nach der Umschulung;right after the retraining
gefällt dir der Job;do you like the job
Nur die Schichtarbeit ist ziemlich anstrengend;Only the shift work is quite exhausting
bist du noch Single?;are you still single?
Die richtige Frau habe ich noch nicht kennengelernt;I haven't met the right woman yet
das ist in Ordnung;that's fine
Was machst du denn jetzt beruflich?;What do you do for a living now?
eine Ausbildung zur Altenpflegerin;training as a geriatric nurse (female)
in einem Altenheim in Teilzeit;in a nursing home part-time
das klappt sehr gut;that works very well
Wohnst du noch in Mainz?;Do you still live in Mainz?
Dort;There
die Miete ist nicht so hoch;the rent is not that high
nicht leicht;not easy
bezahlbare;affordable
wir hatten Glück;we were lucky
Wir haben nette Nachbarn;We have nice neighbors
fühlen uns sehr wohl;feel very comfortable
meinem letzten Urlaub;my last vacation
von dort sind wir mit dem Rad bis nach Kopenhagen gefahren;from there we cycled all the way to Copenhagen
Es war toll;It was great
Tanzt du noch?;Do you still dance?
angefangen, Klavier zu spielen;started playing piano
