German;English
Eindruck;impression
wir also zum nächsten Punkt;we'll move on to the next point then
Wie soll das Werbeplakat aussehen;What should the advertising poster look like
Hat jemand eine Idee;Does anyone have an idea
Lustiges;something funny
Sag mal;tell me / say
deine Mails nicht später checken;not check your emails later
Teambesprechung;team meeting
Entschuldigung.;Excuse me / Sorry.
Es geht um das Plakat!;It's about the poster!
So ein Pech!;What bad luck!
Danke, das ist sehr nett.;Thank you, that's very nice.
Das ist doch kein Problem!;That's no problem at all!
Ihr Lebenslauf und Ihre Berufserfahrungen;your CV and your professional experience
zurzeit;currently / at the moment
unbefristet angestellt;permanently employed
Was Sie da geschrieben haben;What you wrote there
muss wirklich noch einmal überarbeitet werden;really needs to be revised once more
nicht präsentieren;not present / not showing
Weil Sie keine Zahlen notiert haben.;Because you didn't write down any numbers.
wahrscheinlich nicht richtig zugehört;probably didn't listen properly
Präsentation doch schon;presentation already / the presentation is already done
