German;English
Campingurlaub in Italien am Meer;camping vacation in Italy by the sea
Regentag;rainy day
abends sind wir essen gegangen;in the evening we went out to eat
Das hört sich gut an.;That sounds good.
das war auch nett;that was also nice
Schade;too bad / what a pity
es überall sehr voll war;it was very crowded everywhere
lieber wieder außerhalb der Ferienzeit;prefer to go outside the holiday season again
da ist es ruhiger;it's quieter there
wie war dein Urlaub?;how was your vacation?
ganz Deutschland besucht;visited the whole of Germany
bei dem Bruder meines Mannes;at my husband's brother's place
Da wohnen meine Eltern.;That's where my parents live.
Nein, leider nicht;No, unfortunately not
Verwandten;relatives
viel erzählt und nur kleine Spaziergänge gemacht;talked a lot and only went on short walks
nicht so toll. Es hat oft geregnet.;not so great. It rained a lot.
Dir hat der Urlaub also gar nicht gefallen?;So you didn't like the vacation at all?
endlich mal Zeit für die Familie hatten;finally had time for the family
wenn man sich lange nicht gesehen hat;when you haven't seen each other for a long time
bisschen schade;a bit of a pity
die Möglichkeit;the opportunity / possibility
uns etwas anzuschauen;to look at something / to go sightseeing
Ehrlich gesagt würde ich gerne so eine Reise durch Deutschland machen;Honestly, I would like to do a trip like that through Germany
