German;English
Erzähl mal;Tell me
Wie heißt die Firma überhaupt?;What's the name of the company anyway?
altes Familienunternehmen;old family business
gegründet;founded / established
was haben die damals genau gemacht?;what exactly did they do back then?
Unternehmen entwickelte damals eine besondere Bremse;the company developed a special brake back then
größte Hersteller von Bremsen für Züge in Europa.;largest manufacturer of brakes for trains in Europe.
aller deutschen Lkw solche Bremse;all German trucks had such brakes
Nach dem Zweiten Weltkrieg ging die Firma nach München;After the Second World War the company moved to Munich
Dort entwickelte sie sich zu einem der weltweit führenden Unternehmen im Bereich der Bremstechnologie.;There it developed into one of the world's leading companies in brake technology.
Interessierst du dich denn für Bremsen?;Are you interested in brakes?
