German;English
Teilzeitstelle als Verwaltungsmitarbeiter;part-time position as an administrative employee
Haben Sie sich schon bei anderen Firmen beworben?;Have you already applied to other companies?
Verwaltung;administration
Berufserfahrung;professional experience
Lebenslauf als PDF-Datei per Mail schicken;to send CV as PDF file by email
auch Zeugnisse von Ihren Arbeitsstellen?;also certificates from your workplaces?
Versichertenkarte;insurance card
während Sie warten?;while you wait?
es mir geschenkt;gave it to me as a gift
zurückgeben;to return / to give back
Haben Sie die Quittung?;Do you have the receipt?
anderes Buch aussuchen;to choose another book
einen Gutschein bekommen;to get a voucher
Einladung für Günters Geburtstag?;invitation to Günter's birthday?
Mein Auto ist kaputt.;My car is broken.
Kannst du mich am Samstag mitnehmen?;Can you take me with you on Saturday?
Ich hole dich um halb acht ab.;I'll pick you up at half past seven.
am Donnerstagvormittag jemand kommt;on Thursday morning someone is coming
Kontrolle in meinen Briefkasten werfen;to throw the control (form) into my mailbox
