German;English
Die Welt;the world
in den letzten Jahrzehnten stark verändert;has changed a lot in recent decades
politisch, wirtschaftlich und sozial;politically, economically and socially
Veränderungen;changes
vom Deutschen Wetterdienst;from the German Weather Service
wir haben Anfang Dezember;we have early December
das Wetter verändert?;the weather changed?
auf jeden Fall feststellen;certainly determine
das Wetter im Winter sich verändert hat;that the winter weather has changed
häufiger milde Winter;more frequent mild winters
die durchschnittlich drei Grad wärmer sind;that are on average three degrees warmer
Es gibt weniger Schnee und es regnet mehr;There is less snow and it rains more
im Sommer mehr heiße Tage;in summer more hot days
Tage mit mindestens 30 Grad.;days with at least 30 degrees.
Das Klima scheint sich also zu verändern;So the climate seems to be changing
Gesellschaft;society
Man sieht in den Geschäften;You can see in the shops
auf den Straßen und in den Wohnvierteln viele ältere Menschen;on the streets and in the neighborhoods many older people
die Sozialwissenschaftlerin;the social scientist (female)
verändert;changed
fünf Millionen erhöht.;increased by five million.
1950 bekam jede Frau durchschnittlich 2,1 Kinder.;In 1950, each woman had an average of 2.1 children.
Heute bekommen Frauen nur noch 1,39 Kinder;Today women only have 1.39 children
dieser demographischen Entwicklung umgehen;to deal with this demographic development
das Thema wird uns auch in Zukunft beschäftigen;this topic will occupy us in the future as well
Die Arbeitswelt ist weiblicher geworden.;The working world has become more feminine.
der Bundesagentur für Arbeit beschäftigt;employed by the Federal Employment Agency
Die Beschäftigung von Frauen hat deutlich zugenommen.;The employment of women has increased significantly.
berufstätig wie heute;working as much as today
Entwicklung;development
Mini-Jobs viel stärker ausgeübt;mini-jobs are much more commonly held
verdienen Frauen im Vergleich zu Männern noch immer schlechter;women still earn less compared to men
Führungspositionen;leadership positions
stark verändern;to change a lot
weiter berichten;to continue reporting
Deutschland wird bunter.;Germany is becoming more diverse.
Fußballnationalmannschaft;national football team
die Hälfte der Spieler einen Migrationshintergrund;half of the players have a migration background
ein Einwanderungsland;an immigration country
was sagen Sie?;what do you say?
Zunächst einmal einige Zahlen und Fakten;First some numbers and facts
Menschen ohne deutsche Staatsangehörigkeit;people without German citizenship
Migrationshintergrund;migration background
Dort leben Menschen aus 184 Staaten.;People from 184 countries live there.
Ausländer;foreigners
