German;English
Verbraucherschutzzentrale;consumer protection center
leihen;to borrow / to lend
es zurückgeben;to return it
Ich nehme an;I assume / I suppose
Buchhandlung;bookstore
Mich wundert das;that surprises me / I wonder about that
dort einen Gutschein bekommen;to get a voucher there
die Regeln für den Umtausch;the rules for exchange
Allgemein ist es so;generally it's like this
dass es im Geschäft kein generelles Umtauschrecht gibt;that there is no general right of exchange in the store
in der Vergangenheit Bücher;in the past books
dann hat sie sich kulant gezeigt;then she showed herself accommodating
Was meinen Sie damit?;What do you mean by that?
weil sie kundenfreundlich sein möchte;because she wants to be customer-friendly
Allerdings nehmen die meisten Geschäfte Software;However, most stores take back software
Verbraucherzentrale Wiesbaden;Wiesbaden consumer advice center
bei mir zu Hause geklingelt;rang my doorbell at home
Vertrag;contract
Telefonanschluss angeboten;offered a telephone connection
dann den Vertrag unterschrieben;then signed the contract
dachte;thought
dass der neue Telefonanschluss nicht billiger ist als der, den ich jetzt habe.;that the new telephone connection is not cheaper than the one I have now.
nicht wechseln?;not switch?
Ich habe auch unterschrieben;I also signed
dass ich meinen alten Telefonvertrag kündige.;that I cancel my old telephone contract.
Zum Glück;luckily
ein sogenanntes Haustürgeschäft;a so-called door-to-door transaction
Vertrag innerhalb;contract within
Ich schlage vor, dass Sie bei uns persönlich vorbeikommen;I suggest that you come by our office in person
