German;English
wo man im Moment nur ein Thema kennt;where people only talk about one topic at the moment
die mögliche Schließung des Werks hier;the possible closure of the factory here
Dazu;in addition to that
meine Ausbildung als Industriekaufmann;my training as an industrial clerk
der Personalabteilung;the HR department
für Gehaltsabrechnungen zuständig;responsible for payroll accounting
Abteilung;department
über die mögliche Schließung;about the possible closure
Niemand will arbeitslos werden.;No one wants to become unemployed.
die Betriebsschließung;the company closure
eigentlich nicht so große Angst;actually not so afraid
Ich bin sicher;I am sure
wenn das Werk schließt.;if the factory closes.
Produkte verantwortlich;responsible for products
Besonders kritisch;particularly critical
Assistentin der Geschäftsführung;assistant to the management
die Terminplanung, die Vorbereitung von Konferenzen und so weiter;scheduling, preparation of conferences and so on
eigentlich ein toller Job;actually a great job
nicht so richtig Spaß;not really enjoying it
das geht vielen Kollegen genauso;many colleagues feel the same way
das Werk hier in Unterrode zu schließen;to close the factory here in Unterrode
Sorge;concern / worry
Arbeitsplatz verlieren;to lose one's job
Gerade für Leute;especially for people
die nicht mehr ganz jung sind;who are no longer young
