German;English
wo ist euer Biomüll?;where is your organic waste?
Bananenschale?;banana peel?
Die kommt hier in den Restmüll.;That goes here in the residual waste.
Trennt ihr hier in Kleinstetten nicht zwischen Biomüll und Restmüll?;Don't you separate organic waste and residual waste here in Kleinstetten?
Bei uns in Unterrode machen wir das.;We do that in Unterrode.
von Gemeinde zu Gemeinde unterschiedlich;different from municipality to municipality
trennen Papier und Glas und einen Gelben Sack für Verpackungen;separate paper and glass and a yellow bag for packaging
vielen verschiedenen Mülltonnen im Wohnheim und wusste gar nicht;many different trash bins in the dormitory and didn't know at all
was wohin kommt;what goes where
Bei uns gab es immer nur eine Mülltonne.;We always only had one trash bin.
wirklich lange gedauert, bis ich wusste;really took a long time until I knew
was Verpackungen für den Gelben Sack sind;what packaging is for the yellow bag
man Glas auch noch nach Farben trennt;you also separate glass by color
kleine Wissenschaft;a little science
jetzt schaue ich einfach in den Abfallkalender von Unterrode;now I just look at the waste collection calendar of Unterrode
Da steht ja wirklich fast alles drin;Almost everything is really in there
Was in welche Tonne kommt;what goes into which bin
der Müll abgeholt wird;when the trash is collected
man Sperrmüll abholen lassen;you can have bulky waste picked up
man Schadstoffe beim Recyclinghof abgeben kann und so weiter;you can dispose of hazardous waste at the recycling center and so on
Der Recyclinghof bei euch in Unterrode nimmt Schadstoffe an?;The recycling center in Unterrode accepts hazardous waste?
man hier in Kleinstetten nur beim Schadstoffmobil abgeben;here in Kleinstetten you can only dispose of it at the hazardous waste mobile
nur viermal im Jahr oder so;only four times a year or so
Das finde ich echt blöd;I think that's really stupid
im Keller noch so viele Lackreste;still so much paint residue in the basement
