German;English
welches Fach Sie selbst studiert haben?;which subject did you study yourself?
Ein Diplom ist ein Hochschulabschluss;A Diplom is a university degree
der Bachelor oder der Master oder die Promotion;the Bachelor or Master or doctorate
Außerdem gibt es noch das Staatsexamen.;In addition, there is also the state examination.
dieses Wort genauer erklären;to explain this word more precisely
eine Prüfung des Staates;an examination by the state
auch Ärzte und Juristen machen das Staatsexamen;doctors and lawyers also take the state examination
Voraussetzungen;requirements / prerequisites
die Allgemeine Hochschulreife;general university entrance qualification (Abitur)
Für ein Studium an Fachhochschulen genügt auch das Fachabitur;For studying at universities of applied sciences, the subject-specific higher education entrance qualification is also sufficient
Diesen Abschluss bekommt man an Fachoberschulen;You get this qualification at vocational colleges
eine berufliche;a vocational one
z.B. Wirtschaft oder Technik.;e.g. business or technology.
gibt es diesen Berufsbezug nicht;this vocational focus does not exist
Dort bekommen;there they get
eine allgemeinere, breitere Bildung.;a more general, broader education.
zwischen Universitäten und Fachhochschulen erklären?;explain the difference between universities and universities of applied sciences?
gibt es an Fachhochschulen wissenschaftliche Forschung;there is scientific research at universities of applied sciences
an einer Fachhochschule dauert meistens nicht so lange;at a university of applied sciences it usually doesn't take as long
man lernt etwas weniger Theorie;you learn a bit less theory
Fachhochschulen für Soziales, Verwaltung, Wirtschaft oder für Technik;universities of applied sciences for social work, administration, business or technology
Viele Fächer;many subjects
Ingenieurswissenschaften;engineering sciences
Es gibt Ingenieure;There are engineers
Für ein Studium an staatlichen Universitäten;For studying at state universities
in der Regel keine Studiengebühren zahlen;generally no tuition fees are paid
private Hochschulen;private universities
an denen das Studium etwas kostet;where studying costs something
Zudem;furthermore / moreover
Hochschulsystem ist in Deutschland zwar staatlich ist;the higher education system in Germany is state-run
die Bildungspolitik zuständig;education policy is responsible
die Regeln in den Bundesländern;the rules in the federal states
Abschluss von einem Gymnasium;qualification from a grammar school
Bereichen;areas / fields
Handwerker;craftsmen / tradespeople
wenn sie Meister sind oder ausreichend Berufserfahrung und Fortbildungen gemacht haben;if they have a master craftsman qualification or sufficient work experience and further training
Außerdem gibt es noch den zweiten Bildungsweg;In addition, there is also the second educational path
einem Abendgymnasium die Mittlere Reife;an evening school for intermediate school leaving certificate
eine weitere Ausbildung;further education / additional training
