German;English
Reihe „Landleben heute“;series "Country Life Today"
Besitzer eines mittelgroßen Bauernhofes;owner of a medium-sized farm
von seinen Eltern geerbt;inherited from his parents
Wenn Sie zurückblicken;If you look back
in denen Sie als Landwirt tätig sind, geändert?;in which you work as a farmer, changed?
vier Generationen meiner Familie;four generations of my family
mein Ururgroßvater hatte hier schon Milchkühe;my great-great-grandfather already had dairy cows here
das Leben hier auf dem Hof;life here on the farm
immer schwieriger geworden;has become increasingly difficult
den Milchkühen verdienen;earn from the dairy cows
Der Milchpreis ist einfach viel zu niedrig.;The milk price is simply much too low.
seit 2008 sechs Ferienwohnungen;six vacation apartments since 2008
die wir gut vermieten können;which we can rent out well
die Urlaub auf dem Bauernhof machen;who take a vacation on the farm
im Winter kommen viele Skifahrer;in winter many skiers come
Die Tiere und die Landwirtschaft;The animals and the agriculture
Hauptberuf;main occupation
Doch, doch.;Yes, yes.
mit den Tieren auf dem Hof beschäftigt;busy with the animals on the farm
jüngste Tochter kümmern sich;youngest daughter takes care of
einzige Sohn;only son
der noch auf dem Hof lebt;who still lives on the farm
übernehmen;to take over
Zukunft optimistisch sein;to be optimistic about the future
Wir versuchen, ökologisch erneuerbare Energien zu nutzen.;We try to use ecological renewable energy.
bemerkt;noticed
auf dem Dach des Wohnhauses eine große Solaranlage;on the roof of the house a large solar system
neben dem Stall;next to the barn
kleine Biogasanlage;small biogas plant
auch Geld sparen;also save money
Außerdem;besides / furthermore
Skilehrer;ski instructor
um Geld zu verdienen;to earn money
Jedenfalls im Moment noch;At least for now
Aber wer weiß, wie lange noch.;But who knows for how much longer.
Wieso?;Why?
genug Schnee;enough snow
ob das so bleibt;whether it stays that way
Durch den Klimawandel;due to climate change
zu wenig oder gar keinen Schnee mehr;too little or no snow at all
die Landwirtschaft;agriculture
diesen Hof seit vier Generationen, wenn es Probleme gab;this farm for four generations, when there were problems
haben wir bisher immer eine Lösung gefunden;we have always found a solution so far
jeden Fall behalten;keep in any case
nicht von hier weg;not move away from here
wenn es nicht immer einfach ist;even if it's not always easy
wenn ich auf die Wiesen vor dem Haus blicke;when I look at the meadows in front of the house
auf den Bach unten im Tal;at the stream down in the valley
