German;English
Samstagvormittag;Saturday morning
Stadtspaziergang;city walk / walk through the city
heute auf den Birkenhof führt;today leads to the Birkenhof
kleinen Stadtbauernhof neben dem Seepark;small city farm next to the lake park
verbunden;connected / linked
ich stehe jetzt hier im Birkenhof bei den Ziegen;I'm standing here at Birkenhof by the goats
der Leiter des Birkenhofs;the manager of the Birkenhof
sind immer so viele Leute hier wie heute?;are there always as many people here as today?
hier immer viel los;always a lot going on here
wochentags auch Schulklassen oder Kindergartengruppen;on weekdays also school classes or kindergarten groups
Biologielehrern?;biology teachers?
erzähle;tell / narrate
selbst Dinge ausprobieren;to try things out oneself
aus der Milch der Ziegen Käse herstellen;to make cheese from goat milk
die Möglichkeit;the possibility / opportunity
aus der Wolle kleine Geschenke zu basteln;to craft small gifts from the wool
manche sogar streicheln;some even pet
die Tiere, die Ziegen, die Schafe;the animals, the goats, the sheep
die Hasen, Schweine und Hühner;the rabbits, pigs and chickens
Darf man die auch streicheln?;Are you allowed to pet them too?
darf man nicht streicheln;you are not allowed to pet them
die Eier aus dem Hühnerstall zu holen;to collect the eggs from the chicken coop
die Schweine zu füttern;to feed the pigs
Pferde;horses
doch sehr teuer;but very expensive
neuen Kuhstall;new cowshed
eine Reitschule;a riding school
Bauernhof;farm
Rehe;deer
Außerdem haben wir Vögel, Papageien und Kakadus;Besides, we have birds, parrots and cockatoos
das begeistert die Besucher immer wieder;that always delights the visitors
Darf ich fragen, wie Sie heißen?;May I ask what your name is?
Welche Tiere gefallen dir denn besonders gut?;Which animals do you like especially?
die Häschen;the bunnies
Die darf man streicheln;You are allowed to pet them
Sie sind so klein und süß.;They are so small and cute.
unser Hündchen zu Hause mag ich auch;I also like our little dog at home
Es ist erst vier Monate alt.;It is only four months old.
jetzt erst einmal wieder etwas Musik;now first some music again
