German;English
So siehst du viel besser aus als mit dem schwarzen Kostüm und mit den hohen Schuhen;You look much better like this than with the black suit and high heels
wirklich angemessen;really appropriate
einen gepflegten Eindruck;a well-groomed impression
Das passt perfekt!;That fits perfectly!
Du bist wirklich die beste Tante der Welt;You are really the best aunt in the world
Hast du sonst noch einen Tipp?;Do you have any other tip?
Du darfst natürlich nicht unhöflich sein.;You must not be impolite, of course.
allen Leuten;to all people
der Firma triffst;you meet from the company
besonders freundlich;especially friendly
Außerdem;besides / furthermore
nicht ohne Pause zu reden;not to talk without pausing
sondern gut zuzuhören;but to listen well
Zeig den Leuten;Show people
engagiert;committed / engaged
du solltest alles tun;you should do everything
um nicht zu spät zu kommen;so as not to be late
Das ist ja wohl klar;That's obvious / That goes without saying
