German;English
na wie war es denn heute in der Firma?;so how was it at the company today?
Schließung;closure
Ich habe wenig Hoffnung.;I have little hope.
klingt;sounds
Stellenanzeigen;job advertisements
ausgedruckt;printed out
Das ist lieb von dir.;That's kind of you.
Zeig mal her;Let me see
Da kann ich mich nicht bewerben.;I can't apply for that one.
schade;too bad / what a pity
Dabei hast du so viel Berufserfahrung;Yet you have so much professional experience
nur eine Ausbildung als Kaufmännischer Angestellter;only training as a commercial clerk
andere Anzeige;other advertisement
Englischkenntnisse;English skills
Teamarbeit;teamwork
weit weg;far away
umziehen;to move
arbeitslos wirst;if you become unemployed
Außerdem ist Essen eine große Stadt;Besides, Essen is a big city
Vielleicht habe ich dort auch eine Chance;Maybe I also have a chance there
eine Stelle als Musiklehrerin!;a position as a music teacher (female)!
Da hast du auch wieder Recht.;You're right about that too.
bewerbe;apply / am applying
