German;English
aufpassen;to pay attention / to watch out
die richtigen Behälter zu werfen;to throw into the right containers
Papier, Holz, Kunststoff und so weiter.;paper, wood, plastic and so on.
wegwerfen, benutzt niemand mehr;throw away, no one uses anymore
teilweise noch benutzen;still use partly
Der Kunststoffmüll und anderer Müll werden abgeholt und recycelt;The plastic waste and other waste are collected and recycled
Ich dachte, es reicht;I thought it would be enough
wenn die Post erst um 17.00 Uhr weggebracht wird;if the mail is only taken away at 5 p.m.
In Zukunft werde ich sie immer pünktlich wegbringen;In future I will always take it away on time
die wichtigsten Sachen geklärt;clarified the most important things
Bescheid;to inform / to let know
wann die neuen Praktikanten bei uns anfangen;when the new interns start with us
beenden;to finish / to end
wirklich verärgert;really annoyed / upset
die Rechnungen für die Firmen Transporte;the invoices for the company's transports
Außerdem fehlen mir die Daten;Besides, I'm missing the data
für die Angebote an die Firmen Ansary;for the offers to the companies Ansary
Wann bekomme ich die Daten endlich?;When will I finally get the data?
Vormittag viele Anrufe;many calls in the morning
etwas ruhiger;somewhat quieter
schicke;send
Daten für die Rechnungen.;data for the invoices.
Sind Sie damit einverstanden?;Do you agree with that?
