German;English
internationale Tag der Umwelt;international environment day
was sie selbst für den Umweltschutz tun;what they themselves do for environmental protection
jeder einzelne kann etwas für den Umweltschutz tun;every single person can do something for environmental protection
das Thema Abgase und Luftverschmutzung;the topic of exhaust fumes and air pollution
Neue Gesetze allein sind keine Lösung.;New laws alone are not a solution.
Viele Wege;many ways / many paths
Ganz selten miete ich ein Auto;I very rarely rent a car
Außerdem fühle ich mich gesünder;Besides, I feel healthier
nur wenig für Umweltschutz interessiert;only little interested in environmental protection
Umweltprojekt teilgenommen;participated in an environmental project
der den Eltern gezeigt wurde;that was shown to the parents
wir sind dadurch viel umweltbewusster geworden;we have become much more environmentally conscious because of it
Seitdem sparen wir;Since then we save
Mein Sohn achtet darauf;My son makes sure that
das Licht und die Heizung ausmachen;to turn off the lights and heating
Elektrogeräte mit Stand-By-Betrieb;electrical appliances with standby mode
den Fernseher;the television
nicht mehr so stark;not as much anymore
dicken Pullover anziehen;to put on a thick sweater
Seit wir weniger Energie verbrauchen;Since we use less energy
sparen;save
den Müll trennt;separates the waste
viele Deutsche beim Umweltschutz;many Germans in environmental protection
ein gutes Gewissen;a good conscience
der Mülltrennung genug für den Umweltschutz tun;doing enough for environmental protection with waste separation
das stimmt nicht;that's not true
man sollte auch Produkte ohne oder mit wenig Verpackung kaufen;one should also buy products without or with little packaging
Plastikverpackungen;plastic packaging
tue es in meinen Rucksack;put it in my backpack
Umweltverschmutzung;environmental pollution
die Politiker und die Unternehmen;the politicians and the companies
Verbraucher tun noch viel zu wenig;consumers still do far too little
Klimabericht;climate report
pessimistisch;pessimistic
kein gutes Gefühl;not a good feeling
Der Bericht zeigt leider;The report unfortunately shows
Es wird viel geredet;There is a lot of talk
zu wenig getan;too little done
Die meisten Industriestaaten;Most industrial countries
vor allem Kohle und Öl zur Energiegewinnung;especially coal and oil for energy production
sind gute Geschäftszahlen;good business figures
der Schutz der Umwelt und des Klimas;the protection of the environment and climate
Das ist wirklich traurig!;That is really sad!
