German;English
vergleichen;to compare
wie unterscheidet sich das Leben der Frauen in beiden Ländern;how does the life of women differ in both countries
vielen Dingen;in many things
gleiche Rechte;equal rights
ein Mutterschutzgesetz;a maternity protection law
Unterschiede bemerkt;noticed differences
Gründen;reasons
wenn sie mit ihrer Ausbildung;when they are with their education / training
Meiner Erfahrung;in my experience
noch während des Studiums geheiratet und es unterbrochen;got married during their studies and interrupted it
bei der Heirat jünger sind;are younger when marrying
Im Durchschnitt;on average
bei der Hochzeit jünger;younger at marriage
ungefähr Mitte 20;approximately mid-20s
viele junge Ehepaare am Anfang;many young couples at the beginning
bei den Eltern des Ehemannes;with the husband's parents
Ich kenne Frauen;I know women
nicht reicht;is not enough
ich kenne Frauen;I know women
ihren alten Freundeskreis verloren haben;have lost their old circle of friends
für ein Leben außerhalb der Familie;for a life outside the family
der Arbeit hatten sie keine Zeit mehr;they no longer had time for work
beklagen sich viele berufstätige Eltern;many working parents complain
über die schlechten Betreuungsmöglichkeiten für Kinder;about the poor childcare options
besser geregelt ist;is better regulated
übernehmen die Großeltern die Betreuung der Kinder;the grandparents take over the childcare
große Betriebe haben manchmal eigene Kindergärten;large companies sometimes have their own kindergartens
in denen die Kinder auch übernachten können;where the children can also stay overnight
Das Risiko;the risk
meiner Meinung;in my opinion
viel weniger verdienen als Männer;earn much less than men
allerdings nicht ganz so stark;however not quite as strong
Welche Unterschiede gibt es noch?;What other differences are there?
Scheidungen;divorces
schlechter;worse
bleiben nach der Scheidung;stay after the divorce
allein;alone
auch sehr stark;also very strong
können ihr Leben gut regeln;can manage their lives well
freier und unabhängiger sind;are freer and more independent
nach einer Scheidung mehr Rechte haben;have more rights after a divorce
Erziehung;upbringing / education / raising (children)
