German;English
der Abschlussfeier;the graduation ceremony / closing ceremony
einige Fragen zu beantworten;to answer some questions
eigentlich kaum Kontakt zu Deutschen.;actually hardly any contact with Germans.
Was war für Sie besonders interessant?;What was particularly interesting for you?
eine Mitteilung schreibt;writes a message
über Behörden und Bewerbungen;about authorities and applications
Ich fand es schwierig, etwas über Politik zu sagen;I found it difficult to say something about politics
ich fand das spannend;I found that exciting
in Verbindung mit Alltagssituationen geübt;practiced in connection with everyday situations
Wann haben Sie zum ersten Mal gemerkt;When did you first notice
Fortschritte;progress
Mittlerweile;by now / in the meantime
Nur am Telefon bin ich immer noch unsicher;Only on the phone I'm still unsure
sonst bin ich nicht mehr so unsicher;otherwise I'm not so unsure anymore
auf dem Amt erledigen;to take care of at the office / authorities
Was werden Sie jetzt machen?;What will you do now?
Ich will Wirtschaft studieren.;I want to study economics.
Deshalb bereite ich;That's why I'm preparing
