German;English
genug Geld verdienen?;to earn enough money?
Reich wird man damit nicht.;You don't get rich from it.
Das Geschäft ist in den letzten Jahren härter geworden.;Business has become tougher in recent years.
viele kleine, günstige Restaurants.;many small, inexpensive restaurants.
gute Lage;good location
viele Stammgäste.;many regular customers.
Sie arbeiten sicher viel;You certainly work a lot
teilen;to share / to divide
wir haben auch noch fünf Angestellte;we also have five employees
Trotzdem;nevertheless
weiteren Mitarbeiter anzustellen;to hire another employee
leisten;to afford / to achieve
ist das nun mal;that's just the way it is
Ich unterhalte mich gerne mit den Gästen;I like talking to the guests
ich weiß immer genau;I always know exactly
was es Neues in unserem Viertel gibt.;what's new in our neighborhood.
das kann ich mir vorstellen;I can imagine that
einen ElektroBetrieb;an electrical business
Selbstständigkeit zufrieden;satisfied with self-employment
jeden Fall;in any case
Mir gefällt die Unabhängigkeit;I like the independence
die ersten Jahre sehr schwer;the first years very difficult
hohen Kredit zurückzahlen;to pay back a large loan
Sie haben es geschafft?;You managed it?
heute läuft es gut.;today it's going well.
Die Konkurrenz;the competition
einen Handwerksbetrieb;a craft business / trade business
die Arbeit;the work
zuverlässig;reliable
Wenn die Kunden mit uns zufrieden sind;If the customers are satisfied with us
empfehlen sie uns weiter;they recommend us
Aufträge;orders / contracts
Der Anfang war sehr schwer.;The beginning was very difficult.
kleine Unternehmerin;small business owner (female)
selbst beschaffen;to obtain oneself
war das nicht einfach;that wasn't easy
überzeugen;to convince
Tagespflege für Senioren Erfolg;daycare for seniors success
inzwischen sehr erfolgreich;by now very successful
Was ist Ihr Erfolgsrezept?;What is your recipe for success?
bereit;ready / willing
nicht jeder tun.;not everyone does it.
