German;English
Was schaust du denn;What are you watching
Hier läuft heute ein japanischer Film, den ich schon lange sehen wollte;There's a Japanese film playing today that I've wanted to see for a long time
Warst du schon einmal in Japan?;Have you ever been to Japan?
ein spannendes Land;a fascinating country
da so viel sehen und machen;so much to see and do there
Alles ist sehr anders als hier;Everything is very different than here
wollten immer zusammen nach Japan fliegen;we always wanted to fly to Japan together
Wir haben Freunde dort, die wir lange nicht gesehen haben;We have friends there whom we haven't seen for a long time
doch in den Sommerferien hinfliegen;fly there during the summer holidays
und durch das Land reisen und auch deine Freunde besuchen;and travel through the country and also visit your friends
Allein?;Alone?
man kann gut allein reisen;one can travel alone easily
Das ist überhaupt kein Problem;That's not a problem at all
Oder du buchst eine Reise mit einer Gruppe;Or you book a trip with a group
Manchmal gibt es ganz günstige Angebote;Sometimes there are very affordable offers
vielleicht einfacher;perhaps easier
ein gutes Reisebüro;a good travel agency
auch Unterkünfte im Angebot;also accommodations in the offer
Es muss ja nicht immer ein Hotel sein;It doesn't always have to be a hotel
es gibt tolle Pensionen, die gar nicht teuer sind;there are great guesthouses that are not expensive at all
Dort kann man auch supergut essen;You can also eat really well there
Wenn du möchtest, können wir mal zusammen ins Reisebüro gehen;If you want, we can go to the travel agency together sometime
Das ist lieb;That's kind
