German;English
Geburtstag und mache eine Party;birthday and I'm having a party
viele Gäste eingeladen;invited many guests
Meine Freundin hat mir geholfen;my friend helped me
Getränke und Musik besorgt;got drinks and music
Meine Gäste bringen Essen mit.;my guests are bringing food.
schon viele Geschenke bekommen;already received many presents
ein Kochbuch geschenkt bekommen;got a cookbook as a gift
mir Theaterkarten geschenkt bekommen;got theater tickets as a gift
eine Schachtel Pralinen geschenkt bekommen;got a box of chocolates as a gift
es klingelt. Der erste Gast kommt.;the doorbell rings. The first guest is arriving.
