German;English
ich fahre, ich bin gefahren;I drive, I drove / I have driven
ich trage, ich habe getragen;I carry, I carried / I have carried
ich verlasse, ich habe verlassen;I leave, I left / I have left
ich fange an, ich habe angefangen;I start, I started / I have started
ich esse, ich habe gegessen;I eat, I ate / I have eaten
ich vergesse, ich habe vergessen;I forget, I forgot / I have forgotten
ich lese, ich habe gelesen;I read, I read / I have read
ich sehe, ich habe gesehen;I see, I saw / I have seen
ich gebe, ich habe gegeben;I give, I gave / I have given
ich gebe auf, ich habe aufgegeben;I give up, I gave up / I have given up
ich trinke, ich habe getrunken;I drink, I drank / I have drunk
ich finde, ich habe gefunden;I find, I found / I have found
ich nehme, ich habe genommen;I take, I took / I have taken
ich helfe, ich habe geholfen;I help, I helped / I have helped
ich spreche, ich habe gesprochen;I speak, I spoke / I have spoken
ich treffe, ich habe getroffen;I meet, I met / I have met
ich schreibe, ich habe geschrieben;I write, I wrote / I have written
ich überweise, ich habe überwiesen;I transfer, I transferred / I have transferred
ich bleibe, ich bin geblieben;I stay, I stayed / I have stayed
ich steige um, ich bin umgestiegen;I change (trains), I changed / I have changed
ich beginne, ich habe begonnen;I begin, I began / I have begun
ich schwimme, ich habe geschwommen;I swim, I swam / I have swum
ich ziehe um, ich bin umgezogen;I move (house), I moved / I have moved
ich verliere, ich habe verloren;I lose, I lost / I have lost
ich gewinne, ich habe gewonnen;I win, I won / I have won

