German;English
Maler von Beruf;painter by profession
einen kleinen Betrieb;a small business
Wie viele Leute arbeiten bei Ihnen;How many people work for you
die Büroarbeiten;the office work
vier Angestellte und einen Lehrling;four employees and one apprentice
zusammen sieben Personen im Betrieb;seven people in total in the business
uns bitte kurz erklären;please explain briefly to us
Was bedeutet Lehrling;What does apprentice mean
wie man meistens sagt, der Auszubildende lernt den Beruf;as one usually says, the trainee learns the profession
Die Ausbildung dauert drei Jahre;The training lasts three years
macht er eine Prüfung und ist dann Malergeselle;he takes an exam and then becomes a journeyman painter
Ihre Ausbildung zum Malergesellen gemacht?;Did you do your training as a journeyman painter?
Später habe ich dann Lehrgänge gemacht;Later I did courses
Was bedeutet das;What does that mean
Nach den Lehrgängen;After the courses
eine Prüfung gemacht;took an exam
Als Meister darf ich unter anderem junge Leute in meinem Beruf ausbilden;As a master craftsman, I am allowed, among other things, to train young people in my profession
wenn man Geselle ist;when you are a journeyman
mit der Meisterprüfung;with the master craftsman examination
man bessere Chancen im Beruf;you have better career opportunities


