German;English
Personalberaterin;HR consultant (female)
Was erwarten Arbeitgeber heute von ihren Mitarbeitern;What do employers expect from their employees today
Wichtig ist natürlich die Ausbildung;Of course, training is important
es gibt allgemeine Eigenschaften für jeden Beruf;there are general characteristics for every profession
Zum Beispiel erwarten Arbeitgeber immer, dass ihre Mitarbeiter zuverlässig sind;For example, employers always expect their employees to be reliable
Was bedeutet „zuverlässig“;What does "reliable" mean
der Arbeitgeber will sicher sein;the employer wants to be sure
Wenn zum Beispiel ein Busfahrer zu spät oder gar nicht kommt, kommen andere Leute zu spät zur Arbeit;If, for example, a bus driver comes too late or not at all, other people come to work late
Was ist außerdem wichtig;What else is important
dann muss man teamfähig sein;then you have to be a team player
Beispiel für „teamfähig“ nennen;give an example of "team player"
Köche und Kellner sind ein Team, das heißt, damit die Gäste zufrieden sind, dass einer dem anderen hilft;Chefs and waiters are a team, meaning that for the guests to be satisfied, one helps the other
erwarten auch engagierte Mitarbeiter, das heißt, die Mitarbeiter sollen Interesse an ihrer Arbeit haben;also expect committed employees, meaning that employees should have interest in their work
die Arbeitnehmer müssen belastbar sein;employees must be resilient
das Wort „belastbar“ etwas genauer erklären;explain the word "resilient" a bit more precisely
Manchmal gibt es Stress bei der Arbeit.;Sometimes there is stress at work.
„Belastbar“ bedeutet, dass die Mitarbeiter dann ruhig bleiben können;"Resilient" means that employees can stay calm then
Verkäufer und Verkäuferinnen;salespeople (male and female)
die Kunden haben viele Fragen;the customers have many questions
Die Mitarbeiter müssen freundlich bleiben;The employees must remain friendly
Außerdem wollen die Arbeitgeber oft, dass die Arbeitnehmer flexibel sind;Furthermore, employers often want employees to be flexible
dass sie also zu verschiedenen Zeiten arbeiten können;that they can work at different times
eventuell länger arbeiten, weil es mehr Arbeit gibt oder weil ein Kollege krank ist;possibly work longer because there is more work or because a colleague is sick
ganz herzlichen Dank für das Gespräch;thank you very much for the conversation

