German;English
erzähl doch mal die Geschichte von der Hochzeit mit Pannen;tell me the story of the wedding with mishaps
die hat immer Pech;she's always unlucky
das war mal wieder typisch;that was typical once again
erst Standesamt;first the registry office
organisiert immer alles ganz genau;always organizes everything very precisely
dann war der Hochzeitstag;then the wedding day arrived
ein tolles Kleid;a great dress
der Standesbeamte hat eine schöne Rede gehalten;the registrar gave a nice speech
Ringe getauscht;exchanged rings
aus dem Standesamt rausgekommen;came out of the registry office
alle Freunde und Verwandten;all the friends and relatives
Reis geworfen;threw rice
es ein bisschen geregnet;it rained a little
vom Parkplatz zum Restaurant laufen;to walk from the parking lot to the restaurant
pitschnass geworden;got soaking wet
es wurde noch schlimmer;it got even worse
Das schöne Kleid;the beautiful dress
Aber es wurde noch schlimmer;but it got even worse
da hängt ein Schild;there's a sign hanging there
Heute geschlossen;closed today
Die Tür war zu;the door was closed
kein Mensch war da;no one was there
Was war denn da passiert;what happened then
Wie kann das sein;how can that be
Keine Ahnung;no idea
ein falsches Datum notiert;noted the wrong date
jedenfalls;anyway
dann im Regen durch die Stadt gelaufen;then walked through the city in the rain
für 30 Leute gesucht;looked for something for 30 people
die ganze Zeit geheult;cried the whole time
eine Pizzeria gefunden, nicht besonders gut;found a pizzeria, not particularly good
auch noch was zum Essen gemacht;also made something to eat
Tanzen war dann natürlich nicht möglich;dancing was naturally not possible then
Die Stimmung war aber super;but the mood was great
aber schon eine ziemliche Katastrophenhochzeit;but definitely quite a disastrous wedding
So viel Pech;so much bad luck
es Glück für die Ehe gebracht;it brought luck to the marriage
Wie geht es den beiden;how are the two of them doing








