German;English
In unserer Reihe „Gute Nachbarschaft“;In our series "Good Neighborhood"
heute ein Nachbarschaftshaus;today a community center
die beide an einem Projekt vom Nachbarschaftshaus teilnehmen;who both take part in a project from the community center
da ein tolles Projekt für ältere Menschen oder auch Kinder und Menschen mit Behinderung;there is a great project for older people or also children and people with disabilities
Es heißt „Jugend aktiv“;It's called "Youth Active"
Wir Jugendlichen gehen zu einem Menschen und helfen ihm;We young people go to a person and help them
sie kann nicht mehr so gut lesen und ich lese ihr die Zeitung oder aus Büchern vor;she can't read very well anymore and I read the newspaper or books to her
Außerdem bin ich in der Theatergruppe aktiv und meine Schwester spielt in der Fußballmannschaft;Besides, I am active in the theater group and my sister plays on the football team
Bekommst du für das Vorlesen Geld;Do you get money for reading aloud
Ich mache das ehrenamtlich;I do that as volunteer work
was gefällt Ihnen an dem Projekt „Jugend aktiv“;what do you like about the project "Youth Active"
ich bin so froh, dass es das Projekt gibt;I am so glad that this project exists
Wissen Sie, ich kann vieles nicht mehr machen;You know, there are many things I can no longer do
dann ist das Leben so langweilig;then life is so boring
sie liest mir vor und manchmal erzählt sie Sachen von der Schule;she reads aloud to me and sometimes tells me things from school
hat mir auch gezeigt, wie man mit dem Computer Fotos bearbeitet;she also showed me how to edit photos with the computer
Das finde ich ganz spannend;I find that quite exciting
endlich wieder Leben in meiner Wohnung;finally life back in my apartment
Ich bin so dankbar;I am so grateful
mir macht es auch Spaß;I also enjoy it





