German;English
eigentlich;actually
baue;build
Schreiner;joiner, cabinetmaker
eigene Werkstatt;own workshop
gehört die Werkstatt;the workshop belongs to 
Was baust du denn für Möbel;What kind of furniture are you building
alles Mögliche;all sorts of things
vor allen Dingen an Schränken und Regalen;especially cupboards and shelves
Müssen wir über Arbeit reden;Do we have to talk about work
Was nervt dich denn am Thema Arbeit;What annoys you about the topic of work
Dass ich nicht weiß;That I don't know
was ich beruflich machen soll;what I should do professionally
Dass ich nicht weiß, ob ich mein Studium beenden soll;That I don't know whether I should finish my studies
Dass ich überhaupt nicht weiß, was ich will;That I don't know at all what I want
Beruflich, meine ich;Professionally, I mean
dieser Job ist einfach nur langweilig;this job is just boring
Wunderbar;Wonderful
So einen Job möchte ich auch haben;I would like to have a job like that too
