German;English
Sie kommen aus der Ukraine;You come from Ukraine
Ihre Ausbildung in Deutschland gemacht;You did your training in Germany
Beruf habe ich in meinem Heimatland gelernt;I learned my profession in my home country
in Deutschland brauchte ich eine staatliche Anerkennung für die Ausbildung;in Germany I needed state recognition for my training
zuerst einen Lehrgang machen;first do a course
um die staatliche Anerkennung als Krankenschwester zu bekommen;to get state recognition as a nurse
Wie lange hat das gedauert;How long did that take
Ungefähr sechs Monate;About six months
Der Lehrgang war eine Kombination aus Theorie und Praxis;The course was a combination of theory and practice
Haben Sie auch eine Prüfung gemacht;Did you also take an exam
nachweisen, dass ich Deutsch auf dem Niveau B2 spreche;to prove that I speak German at B2 level
Wie gefällt Ihnen Ihr Beruf;How do you like your job
Arbeit mit Menschen und Medizin ist ein sehr interessantes Fach;Working with people and medicine is a very interesting field
Man lernt immer etwas Neues;You always learn something new
Welche Aufgaben haben Sie;What tasks do you have
Viele Leute denken zum Beispiel, dass das Pflegepersonal nur Medikamente bringt, Betten macht oder Patienten wäscht;Many people think, for example, that nursing staff only bring medication, make beds or wash patients
Aber wir haben viele Aufgaben;But we have many tasks
Können Sie einige nennen;Can you name some
uns um die Hygiene kümmern;take care of hygiene
die Medikamente vorbereiten und verteilen;prepare and distribute medications
die Ärzte über den Zustand der Patienten informieren;inform the doctors about the patients' condition
Wie wichtig ist die Hygiene;How important is hygiene
wichtig, dass die Patienten im Krankenhaus nicht noch andere Krankheiten bekommen;important that patients in the hospital do not get additional illnesses
Auch die Ärzte und Krankenschwestern sollen keine Infektionskrankheiten bekommen;The doctors and nurses should also not get infectious diseases
Das bedeutet, dass wir uns regelmäßig die Hände waschen und desinfizieren;That means we wash and disinfect our hands regularly
Ist die Pflege für alle Patienten gleich oder gibt es Unterschiede;Is care the same for all patients or are there differences
Die Patienten haben verschiedene Krankheiten, deshalb ist die Pflege unterschiedlich;Patients have different illnesses, therefore care is different
Oft können sie nicht aufstehen, sie brauchen Hilfe beim Essen und Anziehen;Often they cannot get up, they need help with eating and dressing
Patienten, die immer im Bett liegen, müssen wir beim Bettenmachen oder Waschen drehen und heben;For patients who always lie in bed, we have to turn and lift them when making beds or washing
Wie arbeiten Sie mit den Ärzten zusammen;How do you work with the doctors
Patienten auf Untersuchungen vorbereiten sollen;should prepare patients for examinations
Aber wir haben verschiedene Aufgaben;But we have different tasks
Die Ärzte behandeln die Patienten;The doctors treat the patients
wir pflegen sie und dazu gehört viel Organisation;we care for them and that involves a lot of organization
Die Ärzte sind nicht unsere Vorgesetzten;The doctors are not our superiors
Welche Aufstiegsmöglichkeiten hat das Pflegepersonal;What career advancement opportunities do nursing staff have
Stationsleiterin oder Pflegedienstleiterin für ein ganzes Krankenhaus werden;become ward manager or head of nursing services for an entire hospital
Außerdem kann man in Fortbildungen arbeiten und zum Beispiel Krankenpflegeschüler ausbilden;In addition, you can work in further training and, for example, train student nurses
Ist Ihr Beruf anstrengend;Is your job strenuous
das kann ich sagen;that I can say
nicht gut für den Rücken;not good for the back
Wie sind Ihre Arbeitszeiten;What are your working hours
Meine Arbeitszeit dauert acht Stunden;My working hours last eight hours
es gibt eine Früh- und Spätschicht;there is an early and late shift
Man arbeitet zwölf Tage ohne Pause;You work twelve days without a break





