German;English
haben uns ja lange nicht mehr gesehen;haven't seen each other in a long time
dass wir uns mal wieder treffen;that we meet again sometime
Wie geht es dir;How are you
gerade von einem Kurs;just coming from a course
wieder als Lehrerin;working as a teacher again
Ist die Babypause vorbei;Is the parental leave over
an dem Kurs teilnehmen;to participate in the course
Im Moment passt mein Mann auf das Kind auf;At the moment my husband is looking after the child
Deshalb habe ich jetzt auch etwas Zeit;That's why I have some time now too
Hast du Lust auf einen Kaffee;Do you feel like having a coffee
