German;English
im Nachbarschaftshaus aktiv;active in the community center
Was machen Sie dort;What do you do there
jetzt seit sechs Monaten Rentner;now retired for six months
das ist doch ein bisschen langweilig;that is a bit boring
Ich möchte gern aktiv sein und Kontakte haben;I would like to be active and have contacts
Deshalb gehe ich zweimal pro Woche zum Seniorentreff;That's why I go to the senior meeting twice a week
Einmal bin ich auch zur Rechtsberatung gegangen;I also went to legal advice once
weil ich Probleme mit meinem Vermieter hatte;because I had problems with my landlord
oft im Nachbarschaftshaus;often at the community center
Ist das richtig;Is that correct
Ja, das stimmt;Yes, that's right
viele Nachbarn;many neighbors
nehme gerne an der internationalen Frauengruppe teil;I like to take part in the international women's group
Das ist spannend, denn ich lerne viele neue Leute kennen;That's exciting because I meet many new people
Mit einer Inderin aus dieser Gruppe habe ich mich jetzt zum Singkreis angemeldet;With an Indian woman from this group, I have now signed up for the singing circle
