German;English
vor zwei Wochen diesen Staubsauger gekauft;bought this vacuum cleaner two weeks ago
leider nicht;unfortunately not
vielleicht ist das Stromkabel defekt;maybe the power cord is defective
Darf ich mal sehen;may I have a look
Probieren Sie es einmal;try it once
da gibt es ein Problem;there is a problem
Der Staubsauger hat einen Fehler;the vacuum cleaner has a defect
was passiert jetzt?;what happens now?
Wir schicken den Staubsauger ans Werk;we will send the vacuum cleaner to the factory
Die prüfen und reparieren ihn;they will check and repair it
Quittung und der Garantieschein;receipt and the warranty certificate
den Staubsauger zurück;the vacuum cleaner back
Das geht schnell;that goes quickly
Ihren Staubsauger in zwei Wochen zurück;your vacuum cleaner back in two weeks
