German;English
eine Straßenumfrage;a street survey
in einer schwierigen sozialen Situation leben;to live in a difficult social situation
Das bemerke ich jeden Tag;I notice that every day
fühle ich mich leider nicht mehr sicher;unfortunately I no longer feel safe
Oft sind da Leute;Often there are people there
Sie sind sehr laut;They are very loud
suchen Streit;look for trouble / pick fights
man sieht daran,;one can see from that,
Sie müssen Arbeits- und Ausbildungsplätze für alle schaffen;They must create jobs and training positions for everyone
die wenig verdienen;who earn little
finanziell unterstützen;to support financially
die Straßen werden wieder sicherer;the streets will become safer again
an den Haltestellen und Stationen;at the stops and stations
Folgendes.;The following.
die Politik vor allem mehr mit dem Schutz der Umwelt beschäftigen;politics should focus more on environmental protection
Man tut schon viel;A lot is already being done
es ist noch lange nicht genug;it's still far from enough
Auch die Bildung hat für mich große Bedeutung;Education also has great importance for me
Man sollte mehr dafür tun;One should do more for that
die gleichen Chancen;equal opportunities
Schulabschluss;school leaving certificate
Ausbildung;training / apprenticeship
Unterstützung;support
sollte es bessere Angebote für Kinderbetreuung geben;there should be better childcare offerings
