German;English
Nachdem ich Wehrle gesprochen habe;After I spoke to Wehrle
steht jetzt das Ehepaar Böhme neben mir;the Böhme couple is now standing next to me
das schon seit vierzehn Jahren auf dem Bauernhof der Wehrles Ferien macht;that has been vacationing on the Wehrles' farm for fourteen years now
warum sind Sie so oft hier;why are you here so often
dafür haben wir viele Gründe;we have many reasons for that
da ist immer sehr viel Verkehr;there is always a lot of traffic there
es ist laut, die Straßen sind sehr eng;it's noisy, the streets are very narrow
Außerdem ist die Luft hier nicht so schmutzig;Besides, the air here is not so polluted
Man kann durch den Wald laufen;you can walk through the forest
in den Bergen wandern;hike in the mountains
genießen die Aussicht auf das Gebirge;enjoy the view of the mountain range
Als unsere Kinder noch kleiner waren;When our children were still smaller
konnten sie hier auf dem Hof und an dem Bach;they could play here on the farm and by the stream
wie das Leben auf einem Bauernhof ist;what life on a farm is like
heute sind Ihre Kinder nicht mehr dabei;today your children are no longer with us
Sie haben keine Lust mehr, mit uns mitzukommen;they no longer feel like coming with us
Partys oder Kinobesuchen und weniger am Landleben;parties or cinema visits and less interested in country life
Berufsleben gestresst;stressed by work life
dass sie Ruhe brauchen;that they need peace and quiet
Außerdem machen hier auch andere Familien schon seit;Besides, other families have also been coming here for
Wir erleben hier eine freundschaftliche Nachbarschaft;We experience a friendly neighborhood here
wie sie in den großen Städten nur selten ist;like it is rarely found in big cities
Auch mit den Wehrles verstehen wir uns sehr gut;We also get along very well with the Wehrles
