German;English
eigentlich;actually / really / originally
Es wird in zwei Wochen geliefert;It will be delivered in two weeks
welche Versicherung ich nehmen soll;which insurance I should take
du weißt ja;you know / you know that
die Tarife für die Haftpflichtversicherung sehr unterschiedlich sind;the rates for liability insurance are very different
Ich bin aber nicht sicher;But I'm not sure
ob sie wirklich gleich gut sind;whether they are really equally good
wenn ich eine Kaskoversicherung dazunehme;if I add comprehensive insurance
wird es noch viel teurer;it will become much more expensive
Neuwagen;new car
Da ist eine Vollkaskoversicherung sicher nicht falsch;Fully comprehensive insurance is certainly not wrong there
nach wenigen Tagen einen Unfall verursachst?;if you cause an accident after a few days?
Die Kfz-Haftpflichtversicherung;motor vehicle liability insurance
dann nur den Schaden der anderen Partei;then only the damage to the other party
Du würdest dann schnell mehrere zehntausend Euro verlieren;You would then quickly lose several tens of thousands of euros
ich ärgere mich jetzt;I'm annoyed now
keinen Gebrauchtwagen gekauft habe;that I didn't buy a used car
Dann wäre eine Kaskoversicherung nicht so wichtig;Then comprehensive insurance wouldn't be so important
das vier Jahre alt ist;that is four years old
das Auto viel billiger bekommen;to get the car much cheaper
ich habe auch nur eine Teilkaskoversicherung genommen;I also only took partial comprehensive insurance
eine Vollkaskoversicherung einfach zu teuer;fully comprehensive insurance is simply too expensive
Kfz-Steuer ist auch nicht so hoch;vehicle tax is also not that high
Fährt dein Auto übrigens;Does your car run by the way
mit Diesel oder mit Benzin;with diesel or with gasoline
das auch nicht so gut für die Umwelt ist;which is also not so good for the environment
genauso wie Benzin;just like gasoline
dass er weniger verbraucht als ein Benziner;that it consumes less than a gasoline engine
denn so kann ich Geld sparen;because that way I can save money
Warum hast du überhaupt ein neues Auto gekauft?;Why did you buy a new car at all?
ich habe gedacht;I thought
